iter	Logloss
0	0.2092105316
1	0.1568528782
2	0.1466496501
3	0.142777792
4	0.1412324388
5	0.1395441702
6	0.1383189638
7	0.1367514288
8	0.1362263773
9	0.1355433091
10	0.1348819303
11	0.1334261374
12	0.1330898705
13	0.1326595491
14	0.1325029058
15	0.1320129268
16	0.1303627847
17	0.129998205
18	0.1297882975
19	0.1294981798
20	0.1292557773
21	0.1290834935
22	0.1276531793
23	0.1269877144
24	0.1267342751
25	0.1264734559
26	0.1262987857
27	0.1259904074
28	0.1257190933
29	0.1254906853
30	0.1253173731
31	0.124951965
32	0.124778319
33	0.1245979161
34	0.1244045027
35	0.1241542438
36	0.1239738943
37	0.1238313302
38	0.1236868809
39	0.1234845108
40	0.1230988937
41	0.1229073142
42	0.1227892259
43	0.1224899352
44	0.1223365643
45	0.122154612
46	0.122001316
47	0.1213638626
48	0.121168127
49	0.1209872423
50	0.1208396254
51	0.1205700571
52	0.1204252174
53	0.1202861939
54	0.1201712861
55	0.1199878248
56	0.1193431926
57	0.1192112768
58	0.1190956867
59	0.118998649
60	0.1188613055
61	0.1186541558
62	0.1184935327
63	0.118346548
64	0.1182569882
65	0.1181186611
66	0.1180260867
67	0.1179793204
68	0.1178633695
69	0.1177100979
70	0.1175311048
71	0.1173433189
72	0.1171902357
73	0.1171149183
74	0.1170215418
75	0.116915955
76	0.116817625
77	0.1167309654
78	0.1165653523
79	0.1164124206
80	0.1162835368
81	0.1161720556
82	0.1160555335
83	0.1159709656
84	0.1158046424
85	0.1157256742
86	0.1156284662
87	0.1155741965
88	0.1154583541
89	0.1153476245
90	0.1151900257
91	0.1151334592
92	0.1150152108
93	0.1148727357
94	0.1148040786
95	0.1145815607
96	0.1144162387
97	0.1143620262
98	0.1142736928
99	0.1142119568
100	0.1141112833
101	0.1139937214
102	0.1138468749
103	0.1137528229
104	0.1136295305
105	0.113478961
106	0.1134484338
107	0.1133288201
108	0.1132551482
109	0.113167646
110	0.1130218744
111	0.1129252456
112	0.1128645254
113	0.1127532753
114	0.1127131321
115	0.1126290914
116	0.1125330718
117	0.1124511087
118	0.1123472655
119	0.1122583952
120	0.1121396882
121	0.1120517807
122	0.1119713341
123	0.1119274033
124	0.1118516353
125	0.1118105783
126	0.1117405143
127	0.1116397432
128	0.1115921537
129	0.1114858103
130	0.1113276987
131	0.1112193794
132	0.1110706258
133	0.1109488967
134	0.1108190774
135	0.1107552104
136	0.1106442065
137	0.1105711415
138	0.1105459621
139	0.1104050963
140	0.1103443307
141	0.1102986024
142	0.1102671255
143	0.1101320162
144	0.1100584452
145	0.1099462279
146	0.10981222
147	0.1097786409
148	0.1097456925
149	0.1096246448
150	0.1095404806
151	0.1094640572
152	0.1093319452
153	0.1092969841
154	0.1091798887
155	0.1091221722
156	0.1090403534
157	0.1089165788
158	0.1088251184
159	0.108773004
160	0.1086648251
161	0.1085150883
162	0.1084173922
163	0.1083145357
164	0.1082682697
165	0.108134632
166	0.10808859
167	0.1079875663
168	0.107849542
169	0.1077181955
170	0.1076241525
171	0.1075378933
172	0.107499185
173	0.1074160858
174	0.1073245709
175	0.1073023693
176	0.1072958541
177	0.107245326
178	0.1071423841
179	0.107055346
180	0.1070345565
181	0.1069645215
182	0.1069016461
183	0.1068330072
184	0.106776469
185	0.10669568
186	0.1066035147
187	0.1065161865
188	0.1064968954
189	0.1064415033
190	0.1064196429
191	0.1063604029
192	0.1062918795
193	0.1062506599
194	0.1062098251
195	0.1061568323
196	0.1060719773
197	0.1060201791
198	0.1059497387
199	0.1058722404
200	0.1058253382
201	0.1057241058
202	0.105668358
203	0.1056046944
204	0.105517126
205	0.1054366108
206	0.1053639152
207	0.1052749999
208	0.105195911
209	0.1051765919
210	0.1050685463
211	0.1049856842
212	0.1049296057
213	0.1048424642
214	0.1047498783
215	0.1046939051
216	0.1046215449
217	0.1045505368
218	0.104482237
219	0.1044129462
220	0.1043428654
221	0.1043116978
222	0.1042489125
223	0.1042036886
224	0.1041133663
225	0.1040316634
226	0.1039145402
227	0.1038114775
228	0.1037736629
229	0.1036726547
230	0.10356998
231	0.1035046824
232	0.1034080025
233	0.1033617873
234	0.1032724885
235	0.1032397172
236	0.1032178249
237	0.1031617792
238	0.1030390532
239	0.102968367
240	0.1028972915
241	0.1027999882
242	0.1027512417
243	0.1026717349
244	0.1026008248
245	0.1025689172
246	0.1024751586
247	0.1024359695
248	0.1023304167
249	0.1022490977
250	0.102158831
251	0.102135968
252	0.1020712714
253	0.102038658
254	0.101998458
255	0.1019328626
256	0.1019146122
257	0.101834832
258	0.1017691967
259	0.1016965477
260	0.1016379724
261	0.1015388971
262	0.1014834376
263	0.1014636249
264	0.1014073768
265	0.1013238394
266	0.1012282404
267	0.1011758647
268	0.1010936907
269	0.100999612
270	0.1009387472
271	0.1008887537
272	0.1008268978
273	0.1007330852
274	0.1006552982
275	0.1005558045
276	0.1004576136
277	0.1003985072
278	0.1003531125
279	0.1002610088
280	0.1001799492
281	0.1001222571
282	0.1000419826
283	0.1000000325
284	0.09989113844
285	0.09986335663
286	0.0998434454
287	0.09979646725
288	0.0997330263
289	0.09968433822
290	0.09963182456
291	0.09953686185
292	0.09948576804
293	0.09940142326
294	0.09935284127
295	0.09933090587
296	0.09925856943
297	0.09921551684
298	0.09918332166
299	0.0991223426
